,ID,QUESTION
463,12476874631,"A propeller disc of diameter 2 m produces a thrust of 88 kN while advancing at a speed of 5 m/s in fresh water of density 1000 kg/m3. Based on the axial momentum theory, the propeller efficiency is _____________ % (rounded off to one decimal place)."
464,12476874632,"A ship of 5000 tonnes displacement has a rectangular tank 6 m long and 10 m wide, half-filled with oil of relative density 0.8. The virtual reduction in the transverse metacentric height of the ship due to free surface effect of the oil in the tank is ______ cm."
465,12476874633,"An ocean wave of period 8 s and height 2 m is propagating in the Indian Ocean from south to north. According to linear wave theory, for the wave to be considered as a deep-water wave, the minimum water depth should be ______ m (rounded off to the nearest integer)."
466,12476874634,"Consider a gas turbine combustor with air as the working fluid. The flow enters the device at 500 K and leaves at 1400 K with a mass flow rate of 0.1 kg/s.  The changes in kinetic energy and potential energy of the flow are neglected. Assuming            𝐶𝑣=0.717 kJ/kg-K and R = 0.287 kJ/kg-K, the rate of heat addition is ______ kW (rounded off to the nearest integer)."
467,12476874635,"Consider a circular cylinder of diameter 0.5 m and length 2 m, rotating in clockwise direction at a speed of 100 rpm in a flow of velocity 2 m/s. Assume the density of the fluid as 1.225 kg/m3 and  = 3.14. By Kutta-Joukowski theorem, the lift force on the cylinder is _______ N (rounded off to the nearest integer)."
468,12476874636,"If the sum of the first 20 consecutive positive odd numbers is divided by 202, the result is"
469,12476874637,"The ratio of the number of girls to boys in class VIII is the same as the ratio of the number of boys to girls in class IX. The total number of students (boys and girls) in classes VIII and IX is 450 and 360, respectively. If the number of girls in classes VIII and IX is the same, then the number of girls in each class is"
470,12476874638,The number of ways in which a supervisor can choose four workers out of 10 equally competent workers is _________. 
471,12476874639,"Shear wave velocity (𝑉s) in a limestone formation is 3600 m/s. Assume that the modulus of incompressibility (K) is twice that of the modulus of rigidity (G), and the bulk density (𝜌𝑏) of the formation is 2700 kg/m3.  For this limestone formation, the compressional wave velocity (𝑉p) is _________ m/s"
472,12476874640,"A surfactant enhanced oil recovery process has been employed using a five-spot injection pattern on a sandstone reservoir. The reservoir has the following properties. Reservoir area, 𝐴=20 acres Reservoir thickness, ℎ=25 ft Porosity of the reservoir, Φ=0.20 Residual oil saturation at the termination of waterflood, 𝑆orw=0.30 Residual oil saturation left by surfactant flood, 𝑆orc=0.10 Oil formation volume factor, 𝐵o=1.05 reservoir bbl/STB Volumetric sweep efficiency, 𝐸v=1 The initial oil saturation of the reservoir = 0.75.  The ratio of oil displaced due to surfactant flood to the original oil in place at reservoir condition is __________ (round off to two decimal places). (Take: 1 acre = 43560 ft2, 1 bbl = 5.615 ft3)."
473,12476874641,"The diameter and draft of a freely floating classical upright spar without moonpool is 30 m and 75 m, respectively. The added mass in heave mode is 1.8 times the mass of the spar.  The critical damping of the spar in heave mode is _______ ×106 kg/s (round off to one decimal place). Take, 𝜋=3.14.  Density of seawater = 1025 kg/m3.  Acceleration due to gravity =  10 m/s2. "
474,12476874642,"A long vertical hollow steel pipe used as a column in an offshore structure follows Euler’s column theory. The length, outer diameter and thickness of the pipe are            30 m, 0.50 m, and 0.03 m, respectively.  The Euler buckling load (assuming no environmental loads) of the pipe pinned at both the ends, is _______ kN (round off to one decimal place).   Take 𝜋=3.14.  Young’s modulus of elasticity for steel = 210 GPa. "
475,12476874643,A two-cylinder reciprocating positive-displacement mud pump is used for mud circulation. The pump can deliver fluid on both forward and backward piston strokes. The pump has the following specifications: Liner diameter = 15 cm. Piston rod diameter = 6 cm. Stroke length = 40 cm. Volumetric efficiency = 85%. Take π = 3.14. The total volume of fluid displaced per complete pump cycle is ___________ cm3.
476,12476874644,The invasion of a drilling fluid to a radius of 3 feet from the center of the well-bore into the formation has resulted in the development of skin. The permeability of the skin zone (region affected by the drilling fluid invasion) is 50 mD. The permeability of the unaffected formation is 400 mD. The well bore radius is 0.25 feet.  The value of the skin factor is______________ (round off to two decimal places).
477,12476874645,"Find the odd one out in the set: {19, 37, 21, 17, 23, 29, 31, 11} "
478,12476874646,"In the following series, identify the number that needs to be changed to form the Fibonacci series.  1, 1, 2, 3, 6, 8, 13, 21,… "
479,12476874647,"Take two long dice (rectangular parallelepiped), each having four rectangular faces labelled as 2, 3, 5, and 7. If thrown, the long dice cannot land on the square faces and has 1/4 probability of landing on any of the four rectangular faces. The label on the top face of the dice is the score of the throw.  If thrown together, what is the probability of getting the sum of the two long dice scores greater than 11? "
480,12476874648,"An atom is subjected to a weak uniform magnetic field 𝐵 ⃗ . The number of lines in its Zeeman spectrum for transition from 𝑛 = 2,𝑙 = 1 to 𝑛 = 1,𝑙 = 0 is  "
481,12476874649,"How many 4-digit positive integers divisible by 3 can be formed using only the digits {1,3,4,6,7}, such that no digit appears more than once in a number?"
482,12476874650,"The probability of a boy or a girl being born is 1/2. For a family having only  three children, what is the probability of having two girls and one boy?"
483,12476874651,"The solidification time of a cube and a cylinder of the same material, produced through the same sand casting process, is found to be equal. Each side of the cube is 𝑎, and the radius and the length of the cylinder are 𝑟 and 4𝑟, respectively. If the solidification time is governed by Chvorinov’s equation, then the ratio 𝑟/𝑎 is "
484,12476874652,A blank of 100 mm diameter is to be cut out of a 2 mm thick sheet through blanking operation. If the radial clearance between the punch and die is 6% of the sheet thickness then the diameter (in mm) of the punch is _________ . (Rounded off to 2 decimal places)
485,12476874653,"In the iron-carbon equilibrium phase diagram, the temperature and composition  of the eutectoid point are 727 ºC and 0.77 weight % carbon, respectively. If a  steel specimen with 1.2 weight % carbon is cooled from 1000 ºC to the room temperature, then the fraction of pro-eutectoid cementite phase in the steel  is ____ (Rounded off to 2 decimal places)"
486,12476874654,"Seven cards numbered 1 to 7 are placed in a box. After thoroughly mixing all  the cards, one card is drawn at random. If it is known that the number on the card drawn is odd, then the probability  that the number on the card drawn is greater than 4 is __________ %."
487,12476874655,"An irrigation pump is used to draw water from a pond. One end of a 5.05 cm diameter hose pipe is connected to the outlet of the pump at 1.02 m below the surface level, and just after the pump, the static gauge pressure and flow rate of the water are 50 kPa and 8 kg/s, respectively. The pumped water is discharged at the ground level through a nozzle. Assume that the flow through the hose pipe and nozzle is steady and laminar, and frictional and viscous losses are negligible. The density of water is 1000 kg/m3 and the acceleration due to gravity is 9.81 m/s2. If the static pressure at the nose/exit of the nozzle just reduces to atmospheric pressure then the nose diameter (in cm) of the nozzle is ___________ . (Rounded off to 2 decimal places)"
488,12476874656,"A metallic cylindrical pressure vessel, used to store compressed air in a plant, has 1 m mean radius and 4 mm wall thickness. The maximum allowable normal and shear stresses in the cylindrical portion of the vessel are 100 MPa and 40 MPa, respectively. Considering only these data in the design, the maximum allowable internal gauge pressure (in MPa) of the compressed air is ___________ . (Rounded off to 2 decimal places)"
489,12476874657,"Mild steel plates are welded to make butt joints by arc welding with 85% heat transfer efficiency ignoring other losses. The first weld joint is made by selecting arc voltage of 30 V and current of 180 A with a welding speed of 6 mm/s. Using identical plates, a second weld joint is made with the same arc voltage and a welding speed of 8 mm/s. If both the welds have the same heat input, then the welding current (in A) for the second weld joint is _________ . (Answer in integer"
490,12476874658,"In a single pass cold rolling operation, a flat plate is reduced to a thickness of 3 mm. In this operation, two rolls of diameter 400 mm each are rotating in opposite direction at 300 RPM, and the elastic deflection of these rolls is negligible. The angle of bite is 10º. If the neutral point is present at an angle of 7º from the exit side, then the thickness of the plate (in mm) at the neutral point is _________ .  (Rounded off to 1 decimal place) "
491,12476874659,"The following data are given in relation to turning operation of a cylindrical workpiece.  Diameter of the workpiece = 160 mm, length of the workpiece = 190 mm, cutting velocity = 80π m/min, and tool feed = 0.2 mm/rev.  Assuming the approach and the overrun of the tool to be 5 mm each, the machining time (in minutes) is _________ . (Answer in integer)"
492,12476874660,The pitch of a metric screw thread is calculated from pitch circle diameter measurement through two-wire method. If the thread is single-start with calculated pitch of 1.4 mm then the diameter (in mm) of the best-wire is __________ .  (Rounded off to 2 decimal places) 
493,12476874661,"During orthogonal turning, the cutting speed, feed and depth of cut are set as 2 m/s, 0.2 mm/rev and 2 mm, respectively. The specific cutting energy (neglecting the effect of feed force on the total cutting power) is 2 J/mm3. The main cutting force (in N) is __________ . (Answer in integer) "
494,12476874662,"Electro-chemical machining is performed on a flat copper workpiece. If the material removal rate is 2 cm3/min throughout the process, then the required current (in A) is _________ . (Rounded off to 1 decimal place) Copper properties: Melting point = 1085 ºC, density = 9 g/cm3, gram atomic weight = 63, and valency of dissolution = 2 Faraday’s constant = 96500 C  Stefan-Boltzmann constant =5.67×10−8 W/m2-K4"
495,12476874663,"A repairable machine operated for 2400 hours in a year and for that year the machine broke down 8 times. The mean time to repair including waiting time  is found to be 20 hours for that year. If the mean time to repair including waiting time could have been reduced to  10 hours for that year, then the improvement in the availability of that machine would be ___________ %. (Rounded off to 2 decimal places)"
496,12476874664," In a time study, the average time taken for packaging a product in a warehouse by a worker with 120% performance rating is observed as 9 minutes. Assuming an allowance of 10% of the standard time, the standard time (in minutes) for packaging is _________ . (Answer in integer) "
497,12476874665,"An assembly line consists of three work stations (S1, S2 and S3) in series to assemble a toy. The times required to perform tasks at these stations are 6, 4 and T minutes, respectively. If the efficiency of the assembly line in the steady state is 75%, then the maximum value of T (in minutes) is ____________.  (Answer in integer)"
498,12476874666,"A company orders an item using the classical economic order quantity formula. If the ordering cost per order is increased by 20% and the demand per unit time is also increased by 20%, then the time between orders increases (in %) by ________ . (Answer in integer)"
